"Start.station.number","End.station.number","freq","start.lat","start.lon","end.lat","end.lon"
31002,31266,4,38.856425,-77.049232,38.905607,-77.027137
31002,31267,3,38.856425,-77.049232,38.908142,-77.038359
31002,31268,1,38.856425,-77.049232,38.916787,-77.028139
31002,31270,3,38.856425,-77.049232,38.894851,-77.02324
31002,31271,6,38.856425,-77.049232,38.892275,-77.013917
31002,31272,2,38.856425,-77.049232,38.886978,-77.013769
31002,31273,34,38.856425,-77.049232,38.878433,-77.03023
31002,31274,1,38.856425,-77.049232,38.898243,-77.026235
31002,31275,13,38.856425,-77.049232,38.901755,-77.051084
31002,31276,2,38.856425,-77.049232,38.90366,-77.034846
31002,31277,9,38.856425,-77.049232,38.89841,-77.039624
31002,31278,32,38.856425,-77.049232,38.912648,-77.041834
31002,31279,1,38.856425,-77.049232,38.898412,-77.043182
31002,31280,2,38.856425,-77.049232,38.913761,-77.027025
31002,31283,2,38.856425,-77.049232,38.903658,-77.031737
31002,31284,15,38.856425,-77.049232,38.893511,-77.041544
31002,31285,5,38.856425,-77.049232,38.909394,-77.048728
31002,31286,1,38.856425,-77.049232,38.90843,-77.02714
31002,31287,18,38.856425,-77.049232,38.884377,-77.025791
31002,31288,4,38.856425,-77.049232,38.890493,-77.017253
31002,31289,11,38.856425,-77.049232,38.890544,-77.049379
31002,31290,10,38.856425,-77.049232,38.888097,-77.038325
31002,31292,1,38.856425,-77.049232,38.892441,-77.048947
31002,31304,1,38.856425,-77.049232,38.922581,-77.070334
31002,31312,7,38.856425,-77.049232,38.90849,-77.063586
31002,31314,29,38.856425,-77.049232,38.903663,-77.067668
31002,31400,6,38.856425,-77.049232,38.936043,-77.024649
31002,31404,2,38.856425,-77.049232,38.9418,-77.0251
31002,31406,18,38.856425,-77.049232,38.942016,-77.032652
31002,31407,1,38.856425,-77.049232,38.956432,-77.032947
31002,31501,1,38.856425,-77.049232,38.933668,-76.991016
31002,31504,1,38.856425,-77.049232,38.932514,-76.992889
31002,31508,1,38.856425,-77.049232,38.90509,-76.9941
31002,31600,1,38.856425,-77.049232,38.90304,-77.019027
31002,31602,3,38.856425,-77.049232,38.9308,-77.0315
31002,31603,16,38.856425,-77.049232,38.9057,-77.0056
31002,31604,1,38.856425,-77.049232,38.899408,-77.015289
31002,31606,3,38.856425,-77.049232,38.8803,-76.9862
31002,31607,3,38.856425,-77.049232,38.884,-76.9861
31002,31609,21,38.856425,-77.049232,38.87675,-77.02127
31002,31611,1,38.856425,-77.049232,38.900022,-76.988422
31002,31613,3,38.856425,-77.049232,38.884,-76.995397
31002,31615,2,38.856425,-77.049232,38.899972,-76.998347
31002,31616,2,38.856425,-77.049232,38.900412,-77.001949
31002,31617,1,38.856425,-77.049232,38.900413,-76.982872
31002,31618,22,38.856425,-77.049232,38.889955,-77.000349
31002,31620,3,38.856425,-77.049232,38.897222,-77.019347
31002,31621,6,38.856425,-77.049232,38.895344,-77.016106
31002,31623,13,38.856425,-77.049232,38.89696,-77.00493
31002,31624,31,38.856425,-77.049232,38.897446,-77.00989
