"Start.station.number","starthour","variable","value"
31064,7,"outflow",6
31064,8,"outflow",26
31064,9,"outflow",9
31064,10,"outflow",12
31064,11,"outflow",17
31064,12,"outflow",23
31064,13,"outflow",21
31064,14,"outflow",10
31064,15,"outflow",23
31064,16,"outflow",26
31064,17,"outflow",27
31064,18,"outflow",20
31064,19,"outflow",14
31064,20,"outflow",16
31064,21,"outflow",3
31064,23,"outflow",2
31065,0,"outflow",15
31065,1,"outflow",5
31065,2,"outflow",6
31065,3,"outflow",2
31065,5,"outflow",6
31065,6,"outflow",79
31065,7,"outflow",447
31065,8,"outflow",549
31065,9,"outflow",204
31065,10,"outflow",156
31065,11,"outflow",125
31065,12,"outflow",140
31065,13,"outflow",153
31065,14,"outflow",112
31065,15,"outflow",105
31065,16,"outflow",113
31065,17,"outflow",205
31065,18,"outflow",254
31065,19,"outflow",176
31065,20,"outflow",104
31065,21,"outflow",43
31065,22,"outflow",49
31065,23,"outflow",37
31066,0,"outflow",3
31066,1,"outflow",4
31066,2,"outflow",6
31066,3,"outflow",4
31066,4,"outflow",1
31066,5,"outflow",2
31066,6,"outflow",5
31066,7,"outflow",157
31066,8,"outflow",277
31066,9,"outflow",183
31066,10,"outflow",118
31066,11,"outflow",127
31066,12,"outflow",97
31066,13,"outflow",105
31066,14,"outflow",85
31066,15,"outflow",57
31066,16,"outflow",111
31066,17,"outflow",232
31066,18,"outflow",194
31066,19,"outflow",73
31066,20,"outflow",57
31066,21,"outflow",19
31066,22,"outflow",17
31066,23,"outflow",13
31067,0,"outflow",27
31067,1,"outflow",12
31067,2,"outflow",19
31067,3,"outflow",4
31067,4,"outflow",1
31067,5,"outflow",5
31067,6,"outflow",94
31067,7,"outflow",121
31067,8,"outflow",312
31067,9,"outflow",56
31067,10,"outflow",145
31067,11,"outflow",96
31067,12,"outflow",77
31067,13,"outflow",76
31067,14,"outflow",53
31067,15,"outflow",69
31067,16,"outflow",91
31067,17,"outflow",95
31067,18,"outflow",127
31067,19,"outflow",108
31067,20,"outflow",69
31067,21,"outflow",46
31067,22,"outflow",30
31067,23,"outflow",27
31068,0,"outflow",1
31068,1,"outflow",2
31068,6,"outflow",34
31068,7,"outflow",36
31068,8,"outflow",57
31068,9,"outflow",56
31068,10,"outflow",57
31068,11,"outflow",57
31068,12,"outflow",91
31068,13,"outflow",58
31068,14,"outflow",56
31068,15,"outflow",72
31068,16,"outflow",68
31068,17,"outflow",85
31068,18,"outflow",125
31068,19,"outflow",59
31068,20,"outflow",32
31068,21,"outflow",10
31068,22,"outflow",2
31068,23,"outflow",5
31069,0,"outflow",3
31069,1,"outflow",2
31069,2,"outflow",4
31069,3,"outflow",1
31069,5,"outflow",42
31069,6,"outflow",82
31069,7,"outflow",308
31069,8,"outflow",482
31069,9,"outflow",280
31069,10,"outflow",159
31069,11,"outflow",70
31069,12,"outflow",97
31069,13,"outflow",105
31069,14,"outflow",79
31069,15,"outflow",115
31069,16,"outflow",182
31069,17,"outflow",128
31069,18,"outflow",82
31069,19,"outflow",67
31069,20,"outflow",35
31069,21,"outflow",15
31069,22,"outflow",18
31069,23,"outflow",11
31070,0,"outflow",2
31070,1,"outflow",2
31070,2,"outflow",2
31070,3,"outflow",1
31070,4,"outflow",20
31070,5,"outflow",9
31070,6,"outflow",118
31070,7,"outflow",206
31070,8,"outflow",519
31070,9,"outflow",149
31070,10,"outflow",76
31070,11,"outflow",67
31070,12,"outflow",57
31070,13,"outflow",55
31070,14,"outflow",46
31070,15,"outflow",47
31070,16,"outflow",56
31070,17,"outflow",57
31070,18,"outflow",90
31070,19,"outflow",60
31070,20,"outflow",28
31070,21,"outflow",17
31070,22,"outflow",13
31070,23,"outflow",9
31071,0,"outflow",5
31071,1,"outflow",8
31071,2,"outflow",6
31071,5,"outflow",3
31071,6,"outflow",10
31071,7,"outflow",46
31071,8,"outflow",32
31071,9,"outflow",28
31071,10,"outflow",60
31071,11,"outflow",93
31071,12,"outflow",76
31071,13,"outflow",89
31071,14,"outflow",95
31071,15,"outflow",62
31071,16,"outflow",96
31071,17,"outflow",86
31071,18,"outflow",72
31071,19,"outflow",66
31071,20,"outflow",53
31071,21,"outflow",52
31071,22,"outflow",31
31071,23,"outflow",26
31072,3,"outflow",1
31072,5,"outflow",1
31072,6,"outflow",12
31072,7,"outflow",85
31072,8,"outflow",9
31072,9,"outflow",17
31072,10,"outflow",12
31072,11,"outflow",26
31072,12,"outflow",23
31072,13,"outflow",27
31072,14,"outflow",33
31072,15,"outflow",33
31072,16,"outflow",43
31072,17,"outflow",41
31072,18,"outflow",36
31072,19,"outflow",22
31072,20,"outflow",18
31072,21,"outflow",18
31072,22,"outflow",3
31072,23,"outflow",2
31073,0,"outflow",4
31073,1,"outflow",1
31073,2,"outflow",1
31073,4,"outflow",1
31073,5,"outflow",4
31073,6,"outflow",9
31073,7,"outflow",107
31073,8,"outflow",166
31073,9,"outflow",88
31073,10,"outflow",51
31073,11,"outflow",63
31073,12,"outflow",197
31073,13,"outflow",89
31073,14,"outflow",65
31073,15,"outflow",66
31073,16,"outflow",106
31073,17,"outflow",205
31073,18,"outflow",120
31073,19,"outflow",79
31073,20,"outflow",45
31073,21,"outflow",30
31073,22,"outflow",8
31073,23,"outflow",8
31074,2,"outflow",2
31074,5,"outflow",2
31074,6,"outflow",80
31074,7,"outflow",230
31074,8,"outflow",123
31074,9,"outflow",57
31074,10,"outflow",72
31074,11,"outflow",82
31074,12,"outflow",129
31074,13,"outflow",63
31074,14,"outflow",50
31074,15,"outflow",43
31074,16,"outflow",53
31074,17,"outflow",88
31074,18,"outflow",85
31074,19,"outflow",82
31074,20,"outflow",71
31074,21,"outflow",70
31074,22,"outflow",14
31074,23,"outflow",1
31075,1,"outflow",1
31075,2,"outflow",2
31075,5,"outflow",5
31075,6,"outflow",3
31075,7,"outflow",41
31075,8,"outflow",74
31075,9,"outflow",191
31075,10,"outflow",32
31075,11,"outflow",38
31075,12,"outflow",44
31075,13,"outflow",42
31075,14,"outflow",24
31075,15,"outflow",22
31075,16,"outflow",23
31075,17,"outflow",33
31075,18,"outflow",18
31075,19,"outflow",21
31075,20,"outflow",19
31075,21,"outflow",9
31075,22,"outflow",6
31075,23,"outflow",1
31076,1,"outflow",2
31076,2,"outflow",1
31076,5,"outflow",1
31076,6,"outflow",1
31076,7,"outflow",15
31076,8,"outflow",3
31076,9,"outflow",23
31076,10,"outflow",44
31076,11,"outflow",108
31076,12,"outflow",41
31076,13,"outflow",33
31076,14,"outflow",30
31076,15,"outflow",39
31076,16,"outflow",96
31076,17,"outflow",157
31076,18,"outflow",117
31076,19,"outflow",44
31076,20,"outflow",24
31076,21,"outflow",20
31076,22,"outflow",25
31076,23,"outflow",11
31077,0,"outflow",21
31077,1,"outflow",6
31077,2,"outflow",3
31077,3,"outflow",2
31077,4,"outflow",5
31077,5,"outflow",43
31077,6,"outflow",146
31077,7,"outflow",651
31077,8,"outflow",1217
31077,9,"outflow",543
31077,10,"outflow",503
31077,11,"outflow",677
31077,12,"outflow",745
31077,13,"outflow",762
31077,14,"outflow",665
31077,15,"outflow",629
31077,16,"outflow",699
31077,17,"outflow",903
31077,18,"outflow",836
31077,19,"outflow",471
31077,20,"outflow",262
31077,21,"outflow",95
31077,22,"outflow",40
31077,23,"outflow",21
31078,5,"outflow",3
31078,6,"outflow",1
31078,7,"outflow",6
31078,8,"outflow",23
31078,9,"outflow",14
31078,10,"outflow",31
31078,11,"outflow",106
31078,12,"outflow",119
31078,13,"outflow",113
31078,14,"outflow",135
31078,15,"outflow",400
31078,16,"outflow",273
31078,17,"outflow",152
31078,18,"outflow",44
31078,19,"outflow",17
31078,20,"outflow",9
31078,21,"outflow",2
31078,22,"outflow",1
31079,0,"outflow",6
31079,1,"outflow",9
31079,2,"outflow",10
31079,3,"outflow",7
31079,4,"outflow",6
31079,5,"outflow",6
31079,6,"outflow",65
31079,7,"outflow",380
31079,8,"outflow",926
31079,9,"outflow",473
31079,10,"outflow",180
31079,11,"outflow",165
31079,12,"outflow",131
31079,13,"outflow",102
31079,14,"outflow",123
31079,15,"outflow",82
31079,16,"outflow",96
31079,17,"outflow",163
31079,18,"outflow",219
31079,19,"outflow",140
31079,20,"outflow",106
31079,21,"outflow",44
31079,22,"outflow",20
31079,23,"outflow",16
31080,0,"outflow",7
31080,1,"outflow",3
31080,2,"outflow",4
31080,4,"outflow",5
31080,5,"outflow",54
31080,6,"outflow",282
31080,7,"outflow",544
31080,8,"outflow",678
31080,9,"outflow",415
31080,10,"outflow",203
31080,11,"outflow",245
31080,12,"outflow",221
31080,13,"outflow",236
31080,14,"outflow",196
31080,15,"outflow",178
31080,16,"outflow",181
31080,17,"outflow",386
31080,18,"outflow",287
31080,19,"outflow",238
31080,20,"outflow",118
31080,21,"outflow",47
31080,22,"outflow",17
31080,23,"outflow",12
31081,0,"outflow",14
31081,1,"outflow",3
31081,2,"outflow",1
31081,5,"outflow",5
31081,6,"outflow",6
31081,7,"outflow",54
31081,8,"outflow",142
31081,9,"outflow",75
31081,10,"outflow",127
31081,11,"outflow",91
31081,12,"outflow",99
31081,13,"outflow",128
31081,14,"outflow",109
31081,15,"outflow",98
31081,16,"outflow",103
31081,17,"outflow",206
31081,18,"outflow",254
31081,19,"outflow",163
31081,20,"outflow",107
31081,21,"outflow",94
31081,22,"outflow",39
31081,23,"outflow",5
31082,0,"outflow",16
31082,1,"outflow",1
31082,2,"outflow",3
31082,3,"outflow",2
31082,4,"outflow",1
31082,5,"outflow",2
31082,6,"outflow",22
31082,7,"outflow",55
31082,8,"outflow",88
31082,9,"outflow",54
31082,10,"outflow",57
31082,11,"outflow",75
31082,12,"outflow",71
31082,13,"outflow",59
31082,14,"outflow",59
31082,15,"outflow",65
31082,16,"outflow",79
31082,17,"outflow",96
31082,18,"outflow",143
31082,19,"outflow",101
31082,20,"outflow",54
31082,21,"outflow",44
31082,22,"outflow",54
31082,23,"outflow",40
31083,0,"outflow",4
31083,1,"outflow",2
31083,2,"outflow",1
31083,5,"outflow",11
31083,6,"outflow",112
31083,7,"outflow",339
31083,8,"outflow",259
31083,9,"outflow",160
31083,10,"outflow",139
31083,11,"outflow",139
31083,12,"outflow",124
31083,13,"outflow",145
31083,14,"outflow",127
31083,15,"outflow",119
31083,16,"outflow",180
31083,17,"outflow",162
31083,18,"outflow",189
31083,19,"outflow",90
31083,20,"outflow",58
31083,21,"outflow",32
31083,22,"outflow",9
31083,23,"outflow",3
31084,0,"outflow",47
31084,1,"outflow",21
31084,2,"outflow",12
31084,3,"outflow",5
31084,4,"outflow",14
31084,5,"outflow",13
31084,6,"outflow",16
31084,7,"outflow",22
31084,8,"outflow",68
31084,9,"outflow",68
31084,10,"outflow",96
31084,11,"outflow",118
31084,12,"outflow",169
31084,13,"outflow",186
31084,14,"outflow",160
31084,15,"outflow",203
31084,16,"outflow",352
31084,17,"outflow",673
31084,18,"outflow",446
31084,19,"outflow",297
31084,20,"outflow",197
31084,21,"outflow",162
31084,22,"outflow",75
31084,23,"outflow",48
31085,0,"outflow",4
31085,1,"outflow",3
31085,2,"outflow",3
31085,3,"outflow",1
31085,4,"outflow",5
31085,5,"outflow",27
31085,6,"outflow",123
31085,7,"outflow",371
31085,8,"outflow",273
31085,9,"outflow",271
31085,10,"outflow",135
31085,11,"outflow",88
31085,12,"outflow",136
31085,13,"outflow",94
31085,14,"outflow",80
31085,15,"outflow",80
31085,16,"outflow",103
31085,17,"outflow",123
31085,18,"outflow",121
31085,19,"outflow",114
31085,20,"outflow",64
31085,21,"outflow",30
31085,22,"outflow",11
31085,23,"outflow",6
31086,0,"outflow",10
31086,1,"outflow",5
31086,2,"outflow",1
31086,3,"outflow",1
31086,4,"outflow",4
31086,5,"outflow",10
31086,6,"outflow",47
31086,7,"outflow",233
31086,8,"outflow",247
31086,9,"outflow",142
31086,10,"outflow",129
31086,11,"outflow",123
31086,12,"outflow",154
31086,13,"outflow",134
31086,14,"outflow",123
31086,15,"outflow",117
31086,16,"outflow",97
31086,17,"outflow",239
31086,18,"outflow",191
31086,19,"outflow",130
31086,20,"outflow",116
31086,21,"outflow",76
31086,22,"outflow",49
31086,23,"outflow",14
31087,0,"outflow",3
31087,1,"outflow",1
31087,3,"outflow",3
31087,5,"outflow",3
31087,6,"outflow",92
31087,7,"outflow",251
31087,8,"outflow",215
31087,9,"outflow",77
31087,10,"outflow",82
31087,11,"outflow",164
31087,12,"outflow",116
31087,13,"outflow",88
31087,14,"outflow",79
31087,15,"outflow",98
31087,16,"outflow",129
31087,17,"outflow",212
31087,18,"outflow",168
31087,19,"outflow",106
31087,20,"outflow",59
31087,21,"outflow",15
31087,22,"outflow",6
31087,23,"outflow",4
31088,0,"outflow",2
31088,4,"outflow",2
31088,5,"outflow",29
31088,6,"outflow",69
31088,7,"outflow",142
31088,8,"outflow",282
31088,9,"outflow",171
31088,10,"outflow",107
31088,11,"outflow",121
31088,12,"outflow",122
31088,13,"outflow",122
31088,14,"outflow",100
31088,15,"outflow",101
31088,16,"outflow",92
31088,17,"outflow",89
31088,18,"outflow",101
31088,19,"outflow",85
31088,20,"outflow",59
31088,21,"outflow",34
31088,22,"outflow",21
31088,23,"outflow",10
31089,0,"outflow",100
31089,1,"outflow",31
31089,2,"outflow",12
31089,3,"outflow",6
31089,4,"outflow",9
31089,5,"outflow",162
31089,6,"outflow",135
31089,7,"outflow",630
31089,8,"outflow",880
31089,9,"outflow",629
31089,10,"outflow",452
31089,11,"outflow",505
31089,12,"outflow",581
31089,13,"outflow",531
31089,14,"outflow",417
31089,15,"outflow",551
31089,16,"outflow",838
31089,17,"outflow",1369
31089,18,"outflow",968
31089,19,"outflow",635
31089,20,"outflow",436
31089,21,"outflow",320
31089,22,"outflow",226
31089,23,"outflow",176
31090,0,"outflow",1
31090,1,"outflow",2
31090,2,"outflow",2
31090,4,"outflow",1
31090,6,"outflow",14
31090,7,"outflow",55
31090,8,"outflow",185
31090,9,"outflow",59
31090,10,"outflow",40
31090,11,"outflow",43
31090,12,"outflow",67
31090,13,"outflow",111
31090,14,"outflow",62
31090,15,"outflow",37
31090,16,"outflow",45
31090,17,"outflow",63
31090,18,"outflow",56
31090,19,"outflow",67
31090,20,"outflow",39
31090,21,"outflow",15
31090,22,"outflow",9
31090,23,"outflow",11
31091,0,"outflow",12
31091,1,"outflow",5
31091,2,"outflow",9
31091,3,"outflow",4
31091,4,"outflow",5
31091,5,"outflow",56
31091,6,"outflow",211
31091,7,"outflow",229
31091,8,"outflow",679
31091,9,"outflow",471
31091,10,"outflow",172
31091,11,"outflow",107
31091,12,"outflow",114
31091,13,"outflow",98
31091,14,"outflow",90
31091,15,"outflow",91
31091,16,"outflow",94
31091,17,"outflow",119
31091,18,"outflow",155
31091,19,"outflow",82
31091,20,"outflow",63
31091,21,"outflow",38
31091,22,"outflow",23
31091,23,"outflow",25
31092,0,"outflow",1
31092,2,"outflow",1
31092,3,"outflow",1
31092,4,"outflow",5
31092,5,"outflow",9
31092,6,"outflow",15
31092,7,"outflow",140
31092,8,"outflow",123
31092,9,"outflow",100
31092,10,"outflow",62
31092,11,"outflow",62
31092,12,"outflow",77
31092,13,"outflow",68
31092,14,"outflow",74
31092,15,"outflow",83
31092,16,"outflow",74
31092,17,"outflow",92
31092,18,"outflow",128
31092,19,"outflow",46
31092,20,"outflow",16
31092,21,"outflow",23
31092,22,"outflow",4
31092,23,"outflow",1
31093,0,"outflow",5
31093,1,"outflow",4
31093,2,"outflow",9
31093,3,"outflow",1
31093,4,"outflow",2
31093,5,"outflow",14
31093,6,"outflow",183
31093,7,"outflow",519
31093,8,"outflow",655
31093,9,"outflow",327
31093,10,"outflow",130
31093,11,"outflow",110
31093,12,"outflow",138
31093,13,"outflow",142
31093,14,"outflow",105
31093,15,"outflow",80
31093,16,"outflow",97
31093,17,"outflow",128
31093,18,"outflow",172
31093,19,"outflow",145
31093,20,"outflow",77
31093,21,"outflow",31
31093,22,"outflow",22
31093,23,"outflow",11
31094,0,"outflow",6
31094,1,"outflow",2
31094,2,"outflow",4
31094,4,"outflow",1
31094,5,"outflow",2
31094,6,"outflow",68
31094,7,"outflow",127
31094,8,"outflow",182
31094,9,"outflow",70
31094,10,"outflow",55
31094,11,"outflow",68
31094,12,"outflow",52
31094,13,"outflow",61
31094,14,"outflow",87
31094,15,"outflow",63
31094,16,"outflow",66
31094,17,"outflow",64
31094,18,"outflow",85
31094,19,"outflow",26
31094,20,"outflow",29
31094,21,"outflow",29
31094,22,"outflow",14
31094,23,"outflow",5
31095,0,"outflow",3
31095,1,"outflow",1
31095,5,"outflow",17
31095,6,"outflow",36
31095,7,"outflow",106
31095,8,"outflow",223
31095,9,"outflow",51
31095,10,"outflow",23
31095,11,"outflow",32
31095,12,"outflow",21
31095,13,"outflow",11
31095,14,"outflow",28
31095,15,"outflow",23
31095,16,"outflow",25
31095,17,"outflow",35
31095,18,"outflow",21
31095,19,"outflow",46
31095,20,"outflow",22
31095,21,"outflow",10
31095,22,"outflow",5
31095,23,"outflow",3
31096,0,"outflow",4
31096,1,"outflow",6
31096,2,"outflow",5
31096,3,"outflow",1
31096,4,"outflow",1
31096,6,"outflow",6
31096,7,"outflow",33
31096,8,"outflow",99
31096,9,"outflow",26
31096,10,"outflow",22
31096,11,"outflow",31
31096,12,"outflow",39
31096,13,"outflow",49
31096,14,"outflow",28
31096,15,"outflow",45
31096,16,"outflow",45
31096,17,"outflow",63
31096,18,"outflow",55
31096,19,"outflow",67
31096,20,"outflow",32
31096,21,"outflow",17
31096,22,"outflow",10
31096,23,"outflow",9
31097,0,"outflow",15
31097,1,"outflow",4
31097,2,"outflow",1
31097,5,"outflow",6
31097,6,"outflow",46
31097,7,"outflow",76
31097,8,"outflow",234
31097,9,"outflow",140
31097,10,"outflow",150
31097,11,"outflow",197
31097,12,"outflow",275
31097,13,"outflow",253
31097,14,"outflow",172
31097,15,"outflow",175
31097,16,"outflow",227
31097,17,"outflow",369
31097,18,"outflow",320
31097,19,"outflow",176
31097,20,"outflow",133
31097,21,"outflow",97
31097,22,"outflow",76
31097,23,"outflow",23
31098,0,"outflow",23
31098,2,"outflow",3
31098,3,"outflow",2
31098,4,"outflow",1
31098,5,"outflow",18
31098,6,"outflow",53
31098,7,"outflow",80
31098,8,"outflow",306
31098,9,"outflow",222
31098,10,"outflow",139
31098,11,"outflow",116
31098,12,"outflow",134
31098,13,"outflow",107
31098,14,"outflow",138
31098,15,"outflow",169
31098,16,"outflow",247
31098,17,"outflow",495
31098,18,"outflow",427
31098,19,"outflow",178
31098,20,"outflow",101
31098,21,"outflow",73
31098,22,"outflow",52
31098,23,"outflow",35
31099,0,"outflow",6
31099,1,"outflow",2
31099,2,"outflow",1
31099,3,"outflow",2
31099,5,"outflow",2
31099,6,"outflow",179
31099,7,"outflow",162
31099,8,"outflow",287
31099,9,"outflow",168
31099,10,"outflow",69
31099,11,"outflow",88
31099,12,"outflow",91
31099,13,"outflow",76
31099,14,"outflow",71
31099,15,"outflow",60
31099,16,"outflow",96
31099,17,"outflow",96
31099,18,"outflow",120
31099,19,"outflow",92
31099,20,"outflow",33
31099,21,"outflow",32
31099,22,"outflow",11
31099,23,"outflow",6
31100,0,"outflow",68
31100,1,"outflow",22
31100,2,"outflow",8
31100,3,"outflow",6
31100,4,"outflow",3
31100,5,"outflow",7
31100,6,"outflow",39
31100,7,"outflow",106
31100,8,"outflow",305
31100,9,"outflow",312
31100,10,"outflow",323
31100,11,"outflow",489
31100,12,"outflow",596
31100,13,"outflow",524
31100,14,"outflow",567
31100,15,"outflow",530
31100,16,"outflow",661
31100,17,"outflow",1946
31100,18,"outflow",1241
31100,19,"outflow",575
31100,20,"outflow",492
31100,21,"outflow",297
31100,22,"outflow",225
31100,23,"outflow",134
31101,0,"outflow",557
31101,1,"outflow",398
31101,2,"outflow",279
31101,3,"outflow",140
31101,4,"outflow",51
31101,5,"outflow",305
31101,6,"outflow",988
31101,7,"outflow",2819
31101,8,"outflow",2962
31101,9,"outflow",1323
31101,10,"outflow",1215
31101,11,"outflow",1542
31101,12,"outflow",1990
31101,13,"outflow",1969
31101,14,"outflow",1681
31101,15,"outflow",1670
31101,16,"outflow",2086
31101,17,"outflow",2705
31101,18,"outflow",2602
31101,19,"outflow",2516
31101,20,"outflow",1912
31101,21,"outflow",1504
31101,22,"outflow",1179
31101,23,"outflow",719
31102,0,"outflow",347
31102,1,"outflow",242
31102,2,"outflow",159
31102,3,"outflow",34
31102,4,"outflow",16
31102,5,"outflow",167
31102,6,"outflow",992
31102,7,"outflow",2461
31102,8,"outflow",1774
31102,9,"outflow",637
31102,10,"outflow",683
31102,11,"outflow",805
31102,12,"outflow",813
31102,13,"outflow",701
31102,14,"outflow",608
31102,15,"outflow",649
31102,16,"outflow",753
31102,17,"outflow",1035
31102,18,"outflow",1335
31102,19,"outflow",1231
31102,20,"outflow",976
31102,21,"outflow",788
31102,22,"outflow",707
31102,23,"outflow",487
31103,0,"outflow",188
31103,1,"outflow",115
31103,2,"outflow",71
31103,3,"outflow",60
31103,4,"outflow",53
31103,5,"outflow",219
31103,6,"outflow",657
31103,7,"outflow",2460
31103,8,"outflow",3019
31103,9,"outflow",1033
31103,10,"outflow",841
31103,11,"outflow",948
31103,12,"outflow",889
31103,13,"outflow",786
31103,14,"outflow",646
31103,15,"outflow",806
31103,16,"outflow",870
31103,17,"outflow",1256
31103,18,"outflow",1443
31103,19,"outflow",1248
31103,20,"outflow",974
31103,21,"outflow",701
31103,22,"outflow",518
31103,23,"outflow",309
31104,0,"outflow",456
31104,1,"outflow",325
31104,2,"outflow",182
31104,3,"outflow",89
31104,4,"outflow",38
31104,5,"outflow",276
31104,6,"outflow",829
31104,7,"outflow",1375
31104,8,"outflow",1536
31104,9,"outflow",1121
31104,10,"outflow",1061
31104,11,"outflow",1212
31104,12,"outflow",1219
31104,13,"outflow",1207
31104,14,"outflow",1116
31104,15,"outflow",1174
31104,16,"outflow",1222
31104,17,"outflow",1740
31104,18,"outflow",2142
31104,19,"outflow",1803
31104,20,"outflow",1485
31104,21,"outflow",1225
31104,22,"outflow",1087
31104,23,"outflow",805
31105,0,"outflow",96
31105,1,"outflow",83
31105,2,"outflow",52
31105,3,"outflow",23
31105,4,"outflow",8
31105,5,"outflow",52
31105,6,"outflow",257
31105,7,"outflow",1360
31105,8,"outflow",1402
31105,9,"outflow",582
31105,10,"outflow",562
31105,11,"outflow",634
31105,12,"outflow",681
31105,13,"outflow",531
31105,14,"outflow",558
31105,15,"outflow",617
31105,16,"outflow",661
31105,17,"outflow",760
31105,18,"outflow",990
31105,19,"outflow",866
31105,20,"outflow",702
31105,21,"outflow",593
31105,22,"outflow",424
31105,23,"outflow",216
31106,0,"outflow",32
31106,1,"outflow",29
31106,2,"outflow",23
31106,3,"outflow",13
31106,4,"outflow",12
31106,5,"outflow",79
31106,6,"outflow",166
31106,7,"outflow",667
31106,8,"outflow",1115
31106,9,"outflow",437
31106,10,"outflow",354
31106,11,"outflow",388
31106,12,"outflow",437
31106,13,"outflow",363
31106,14,"outflow",318
31106,15,"outflow",347
31106,16,"outflow",343
31106,17,"outflow",534
31106,18,"outflow",756
31106,19,"outflow",492
31106,20,"outflow",269
31106,21,"outflow",175
31106,22,"outflow",104
31106,23,"outflow",85
31107,0,"outflow",127
31107,1,"outflow",110
31107,2,"outflow",58
31107,3,"outflow",27
31107,4,"outflow",12
31107,5,"outflow",163
31107,6,"outflow",436
31107,7,"outflow",1727
31107,8,"outflow",1645
31107,9,"outflow",611
31107,10,"outflow",627
31107,11,"outflow",796
31107,12,"outflow",637
31107,13,"outflow",557
31107,14,"outflow",564
31107,15,"outflow",580
31107,16,"outflow",705
31107,17,"outflow",910
31107,18,"outflow",1040
31107,19,"outflow",954
31107,20,"outflow",733
31107,21,"outflow",605
31107,22,"outflow",437
31107,23,"outflow",275
31108,0,"outflow",77
31108,1,"outflow",34
31108,2,"outflow",16
31108,3,"outflow",6
31108,4,"outflow",16
31108,5,"outflow",253
31108,6,"outflow",1322
31108,7,"outflow",1818
31108,8,"outflow",2392
31108,9,"outflow",1483
31108,10,"outflow",1026
31108,11,"outflow",1120
31108,12,"outflow",1482
31108,13,"outflow",1239
31108,14,"outflow",1063
31108,15,"outflow",1196
31108,16,"outflow",1478
31108,17,"outflow",1969
31108,18,"outflow",1681
31108,19,"outflow",1030
31108,20,"outflow",662
31108,21,"outflow",367
31108,22,"outflow",302
31108,23,"outflow",101
31109,0,"outflow",505
31109,1,"outflow",426
31109,2,"outflow",333
31109,3,"outflow",134
31109,4,"outflow",39
31109,5,"outflow",170
31109,6,"outflow",460
31109,7,"outflow",1292
31109,8,"outflow",2291
31109,9,"outflow",1069
31109,10,"outflow",767
31109,11,"outflow",875
31109,12,"outflow",974
31109,13,"outflow",1071
31109,14,"outflow",1042
31109,15,"outflow",979
31109,16,"outflow",1363
31109,17,"outflow",1874
31109,18,"outflow",2037
31109,19,"outflow",1681
31109,20,"outflow",1284
31109,21,"outflow",1130
31109,22,"outflow",1014
31109,23,"outflow",757
31110,0,"outflow",152
31110,1,"outflow",76
31110,2,"outflow",50
31110,3,"outflow",18
31110,4,"outflow",7
31110,5,"outflow",94
31110,6,"outflow",478
31110,7,"outflow",1652
31110,8,"outflow",2733
31110,9,"outflow",1502
31110,10,"outflow",1153
31110,11,"outflow",1097
31110,12,"outflow",1100
31110,13,"outflow",1140
31110,14,"outflow",935
31110,15,"outflow",1072
31110,16,"outflow",1422
31110,17,"outflow",2345
31110,18,"outflow",2252
31110,19,"outflow",1486
31110,20,"outflow",1227
31110,21,"outflow",853
31110,22,"outflow",549
31110,23,"outflow",306
31111,0,"outflow",500
31111,1,"outflow",412
31111,2,"outflow",246
31111,3,"outflow",65
31111,4,"outflow",30
31111,5,"outflow",161
31111,6,"outflow",288
31111,7,"outflow",800
31111,8,"outflow",1219
31111,9,"outflow",515
31111,10,"outflow",410
31111,11,"outflow",496
31111,12,"outflow",521
31111,13,"outflow",546
31111,14,"outflow",516
31111,15,"outflow",588
31111,16,"outflow",672
31111,17,"outflow",867
31111,18,"outflow",996
31111,19,"outflow",929
31111,20,"outflow",814
31111,21,"outflow",868
31111,22,"outflow",897
31111,23,"outflow",773
31112,0,"outflow",13
31112,1,"outflow",3
31112,2,"outflow",3
31112,4,"outflow",1
31112,5,"outflow",6
31112,6,"outflow",43
31112,7,"outflow",294
31112,8,"outflow",882
31112,9,"outflow",369
31112,10,"outflow",225
31112,11,"outflow",272
31112,12,"outflow",275
31112,13,"outflow",316
31112,14,"outflow",345
31112,15,"outflow",340
31112,16,"outflow",356
31112,17,"outflow",291
31112,18,"outflow",265
31112,19,"outflow",120
31112,20,"outflow",60
31112,21,"outflow",23
31112,22,"outflow",16
31112,23,"outflow",6
31113,0,"outflow",125
31113,1,"outflow",84
31113,2,"outflow",93
31113,3,"outflow",40
31113,4,"outflow",19
31113,5,"outflow",312
31113,6,"outflow",643
31113,7,"outflow",1612
31113,8,"outflow",1172
31113,9,"outflow",691
31113,10,"outflow",718
31113,11,"outflow",725
31113,12,"outflow",679
31113,13,"outflow",545
31113,14,"outflow",538
31113,15,"outflow",485
31113,16,"outflow",561
31113,17,"outflow",778
31113,18,"outflow",1110
31113,19,"outflow",882
31113,20,"outflow",579
31113,21,"outflow",367
31113,22,"outflow",291
31113,23,"outflow",198
31114,0,"outflow",411
31114,1,"outflow",342
31114,2,"outflow",220
31114,3,"outflow",90
31114,4,"outflow",34
31114,5,"outflow",191
31114,6,"outflow",550
31114,7,"outflow",2019
31114,8,"outflow",2024
31114,9,"outflow",798
31114,10,"outflow",817
31114,11,"outflow",1118
31114,12,"outflow",919
31114,13,"outflow",901
31114,14,"outflow",812
31114,15,"outflow",864
